player_name,pitcher,events,p_throws,pitch_name,release_speed,hit_distance_sc,launch_speed,launch_angle,bat_score,post_bat_score,delta_run_exp
"Ohtani, Shohei",605182,home_run,R,4-Seam Fastball,96.1,374,102.6,36,0,2,2
"Ohtani, Shohei",519096,single,R,Changeup,83.7,191,86.2,9,7,7,0.9
"Ohtani, Shohei",424144,single,L,Sinker,90.4,264,84.3,23,3,3,0.9
"Ohtani, Shohei",621237,single,L,Sinker,96.6,157,101.5,9,6,6,0.9
"Ohtani, Shohei",606273,double,L,Sinker,96,371,113.2,19,11,11,1.25
"Ohtani, Shohei",448306,home_run,R,Cutter,88.2,446,110.4,33,3,5,2
"Ohtani, Shohei",608337,home_run,R,Sinker,93.5,435,107.7,30,2,3,2
"Ohtani, Shohei",501789,single,R,Cutter,91.2,91,39.9,33,6,6,0.9
"Ohtani, Shohei",434378,double,R,4-Seam Fastball,95.7,331,106.5,21,0,0,1.25
"Ohtani, Shohei",448609,double,L,4-Seam Fastball,93.1,230,106.9,15,0,0,1.25
"Ohtani, Shohei",518397,double,L,Sinker,93.8,355,103.4,19,2,2,1.25
"Ohtani, Shohei",502190,single,R,Changeup,84.3,6,88.1,-17,6,6,0.9
"Ohtani, Shohei",606273,single,L,4-Seam Fastball,94.4,220,104.5,10,8,9,0.9
"Ohtani, Shohei",608638,home_run,R,Sinker,95.8,443,108.8,24,3,4,2
"Ohtani, Shohei",502190,single,R,Sinker,86.5,115,103.1,6,1,1,0.9
"Ohtani, Shohei",607473,double,R,4-Seam Fastball,92.5,102,101.5,5,6,6,1.25
"Ohtani, Shohei",641838,single,R,Sinker,92.7,9,81,-7,4,4,0.9
"Ohtani, Shohei",450729,single,R,Cutter,86,15,101.1,-8,0,0,0.9
"Ohtani, Shohei",112526,double,R,Sinker,86,357,101.7,19,2,2,1.25
"Ohtani, Shohei",462136,double,R,4-Seam Fastball,88.9,360,110.4,16,3,3,1.25
"Ohtani, Shohei",592547,double,R,4-Seam Fastball,93.6,8,103.4,-15,7,7,1.25
"Ohtani, Shohei",461325,single,R,Changeup,79.4,190,71.1,16,1,3,0.9
"Ohtani, Shohei",605483,double,L,4-Seam Fastball,97.2,380,110.2,18,0,0,1.25
"Ohtani, Shohei",643493,home_run,R,4-Seam Fastball,91.2,411,102.8,28,0,1,2
"Ohtani, Shohei",543037,single,R,Knuckle Curve,82.7,165,95.1,11,3,3,0.9
"Ohtani, Shohei",458681,single,R,Sinker,91,170,91.5,9,3,3,0.9
"Ohtani, Shohei",621244,double,R,Changeup,84.8,274,111.4,11,3,4,1.25
"Ohtani, Shohei",657610,home_run,R,Sinker,90.8,414,108.7,32,6,7,2
"Ohtani, Shohei",572044,single,R,Slider,84.7,194,106.6,8,7,7,0.9
"Ohtani, Shohei",502190,double,R,Changeup,82.1,319,95.3,23,2,3,1.25
"Ohtani, Shohei",502190,single,R,Cutter,88.9,285,104.2,12,0,0,0.9
"Ohtani, Shohei",501957,single,R,Changeup,83.9,291,109.1,16,2,3,0.9
"Ohtani, Shohei",542947,single,L,Sinker,85.4,12,106.9,-9,12,12,0.9
"Ohtani, Shohei",502171,double,R,Knuckle Curve,80,81,103.8,2,0,0,1.25
"Ohtani, Shohei",622663,home_run,R,4-Seam Fastball,97.2,410,112,23,0,1,2
"Ohtani, Shohei",456501,single,R,Changeup,83.9,253,94.8,15,0,0,0.9
"Ohtani, Shohei",502188,single,R,Knuckle Curve,78.8,196,86.9,13,0,0,0.9
"Ohtani, Shohei",592612,single,L,4-Seam Fastball,94.2,7,91.6,-27,1,1,0.9
"Ohtani, Shohei",434628,double,R,4-Seam Fastball,92.2,275,83,27,0,0,1.25
"Ohtani, Shohei",518748,single,R,Curveball,83,266,101.9,11,3,3,0.9
"Ohtani, Shohei",543506,triple,R,4-Seam Fastball,96.7,335,106,16,3,6,1.6
"Ohtani, Shohei",519043,single,L,4-Seam Fastball,91.5,136,78.4,11,0,1,0.9
"Ohtani, Shohei",605254,home_run,R,Sinker,93.8,449,112.4,26,0,1,2
"Ohtani, Shohei",446372,home_run,R,4-Seam Fastball,91.6,400,100,26,0,2,2
"Ohtani, Shohei",592102,single,R,4-Seam Fastball,93.6,8,104,-17,2,2,0.9
"Ohtani, Shohei",458708,single,R,Cutter,84.1,178,100.6,12,8,8,0.9
"Ohtani, Shohei",458708,home_run,R,Curveball,73.6,397,104.5,35,3,6,2
"Ohtani, Shohei",502083,single,R,4-Seam Fastball,94.7,271,112.8,9,11,11,0.9
"Ohtani, Shohei",608665,single,R,Cutter,91.5,8,102.1,-13,1,1,0.9
"Ohtani, Shohei",448179,single,L,4-Seam Fastball,87.8,284,104.7,12,4,4,0.9
